model,cümle_1,cümle_2,benzerlik_skoru
lemmatized_model_2.model,Mahkemeye yalan beyanda bulunan şahıs cezalandırılır.,Gerçeğe aykırı beyanda bulunan tanık cezalandırılır.,0.9997544
lemmatized_model_2.model,Mahkemeye yalan beyanda bulunan şahıs cezalandırılır.,Kaçakçılık yapan şahıs cezalandırılır.,0.99955034
lemmatized_model_2.model,Mahkemeye yalan beyanda bulunan şahıs cezalandırılır.,İmar mevzuatına aykırı inşaat yapan kişi cezalandırılır.,0.999493
lemmatized_model_2.model,Tanığın gerçeğe aykırı ifade vermesi durumunda ceza verilir.,Genel ahlaka aykırı davranan kimseye idarî para cezası verilir.,0.9994927
lemmatized_model_2.model,Tanığın gerçeğe aykırı ifade vermesi durumunda ceza verilir.,Müstehcen yayın yapan kişiye ceza verilir.,0.9993379
lemmatized_model_2.model,Tanığın gerçeğe aykırı ifade vermesi durumunda ceza verilir.,İmar mevzuatına aykırı inşaat yapan kişi cezalandırılır.,0.99932253
lemmatized_model_2.model,Oy kullanmayı engelleyen kişi cezalandırılır.,Oy kullanma hakkını engelleyen kişi cezalandırılır.,0.99993587
lemmatized_model_2.model,Oy kullanmayı engelleyen kişi cezalandırılır.,Kişilerin siyasi haklarının kullanılmasını engelleyen kişi cezalandırılır.,0.9999104
lemmatized_model_2.model,Oy kullanmayı engelleyen kişi cezalandırılır.,Kamu ulaşım araçlarını engelleyen eylem yapan kişi cezalandırılır.,0.99977726
lemmatized_model_2.model,Kişilerin siyasi haklarının kullanılmasını engelleyen kişi cezalandırılır.,Oy kullanma hakkını engelleyen kişi cezalandırılır.,0.9999379
lemmatized_model_2.model,Kişilerin siyasi haklarının kullanılmasını engelleyen kişi cezalandırılır.,Oy kullanmayı engelleyen kişi cezalandırılır.,0.9999104
lemmatized_model_2.model,Kişilerin siyasi haklarının kullanılmasını engelleyen kişi cezalandırılır.,Görevi nedeniyle haksız menfaat sağlayan kişi cezalandırılır.,0.99976295
lemmatized_model_2.model,Hırsızlık yapan kişi hapis cezası alır.,Suç işlemeye tahrik eden kişi hapis cezası ile cezalandırılır.,0.9996632
lemmatized_model_2.model,Hırsızlık yapan kişi hapis cezası alır.,Mala zarar veren kişi tazminat ve hapis cezası ile cezalandırılır.,0.9996394
lemmatized_model_2.model,Hırsızlık yapan kişi hapis cezası alır.,Hakime hakaret eden kişi hapis cezası ile cezalandırılır.,0.9996036
lemmatized_model_2.model,Hırsızlık suçu için ceza uygulanır.,Kaçakçılık suçu kapsamında ceza uygulanır.,0.9998061
lemmatized_model_2.model,Hırsızlık suçu için ceza uygulanır.,Taksirle yaralama suçu kapsamında ceza uygulanır.,0.9996951
lemmatized_model_2.model,Hırsızlık suçu için ceza uygulanır.,Nitelikli hırsızlık kapsamında ceza uygulanır.,0.9996111
lemmatized_model_2.model,Mahkemeye baskı yapan kişi cezalandırılır.,Kaçakçılık yapan şahıs cezalandırılır.,0.9998871
lemmatized_model_2.model,Mahkemeye baskı yapan kişi cezalandırılır.,Düşman devlete casusluk yapan kişi cezalandırılır.,0.99985176
lemmatized_model_2.model,Mahkemeye baskı yapan kişi cezalandırılır.,Suçluyu kayıran kişi cezalandırılır.,0.9998139
lemmatized_model_2.model,Yargı görevi yapanı etkilemeye teşebbüs eden kişiye ceza verilir.,Yargı görevini yapanı etkilemeye teşebbüs eden kişi cezalandırılır.,0.9997182
lemmatized_model_2.model,Yargı görevi yapanı etkilemeye teşebbüs eden kişiye ceza verilir.,Mahkemeye baskı yapan kişi cezalandırılır.,0.99946606
lemmatized_model_2.model,Yargı görevi yapanı etkilemeye teşebbüs eden kişiye ceza verilir.,Halkı kin ve düşmanlığa tahrik eden kişiye ceza verilir.,0.9993901
lemmatized_model_2.model,Gece vakti hırsızlık yapan daha ağır cezalandırılır.,Silahla tehdit suçu işleyen kişi ağır cezalandırılır.,0.9996442
lemmatized_model_2.model,Gece vakti hırsızlık yapan daha ağır cezalandırılır.,Yargıya ilişkin suçları işleyen kişiler cezalandırılır.,0.9995954
lemmatized_model_2.model,Gece vakti hırsızlık yapan daha ağır cezalandırılır.,Tehdit suçunu işleyen kişi cezalandırılır.,0.9995387
lemmatized_model_2.model,Gece işlenen suçlar daha ağır cezalandırılır.,Gasp sırasında yaralama suçu işleyen kişi ağır cezalandırılır.,0.9998467
lemmatized_model_2.model,Gece işlenen suçlar daha ağır cezalandırılır.,Silahla tehdit suçu işleyen kişi ağır cezalandırılır.,0.9997622
lemmatized_model_2.model,Gece işlenen suçlar daha ağır cezalandırılır.,Tehdit suçunu işleyen kişi cezalandırılır.,0.9997252
lemmatized_model_2.model,Suçun tasarlanarak işlenmesi durumunda ceza artar.,Gasp sırasında yaralama suçu işleyen kişi ağır cezalandırılır.,0.9996778
lemmatized_model_2.model,Suçun tasarlanarak işlenmesi durumunda ceza artar.,Taksirle yaralama suçu kapsamında ceza uygulanır.,0.9996506
lemmatized_model_2.model,Suçun tasarlanarak işlenmesi durumunda ceza artar.,Neticesi sebebiyle ağırlaşmış yaralama durumunda ceza artırılır.,0.9996175
lemmatized_model_2.model,Tasarlayarak adam öldürme suçu için ağırlaştırılmış müebbet cezası verilir.,Adam öldürmeye teşebbüs eden kişi ağır ceza alır.,0.9995808
lemmatized_model_2.model,Tasarlayarak adam öldürme suçu için ağırlaştırılmış müebbet cezası verilir.,Suçun tasarlanarak işlenmesi durumunda ceza artar.,0.99930644
lemmatized_model_2.model,Tasarlayarak adam öldürme suçu için ağırlaştırılmış müebbet cezası verilir.,Yaralama sonucunda ölüm gerçekleşirse ağır ceza verilir.,0.9992003
lemmatized_model_2.model,Mahkeme kararını tanımayan kişi cezalandırılır.,Mahkeme kararına uymayan kişi cezalandırılır.,0.9999882
lemmatized_model_2.model,Mahkeme kararını tanımayan kişi cezalandırılır.,Mahkeme kararını uygulamayan yönetici cezalandırılır.,0.99984294
lemmatized_model_2.model,Mahkeme kararını tanımayan kişi cezalandırılır.,Mahkeme kararına muhalefet eden kişi hakkında işlem yapılır.,0.99951273
lemmatized_model_2.model,Mahkeme kararına uymayan kişi cezalandırılır.,Mahkeme kararını tanımayan kişi cezalandırılır.,0.9999882
lemmatized_model_2.model,Mahkeme kararına uymayan kişi cezalandırılır.,Mahkeme kararını uygulamayan yönetici cezalandırılır.,0.99984753
lemmatized_model_2.model,Mahkeme kararına uymayan kişi cezalandırılır.,Mahkeme kararına muhalefet eden kişi hakkında işlem yapılır.,0.9995084
lemmatized_model_2.model,Kaçakçılık yapan şahıs cezalandırılır.,Mahkemeye baskı yapan kişi cezalandırılır.,0.9998871
lemmatized_model_2.model,Kaçakçılık yapan şahıs cezalandırılır.,Düşman devlete casusluk yapan kişi cezalandırılır.,0.99978817
lemmatized_model_2.model,Kaçakçılık yapan şahıs cezalandırılır.,İmar mevzuatına aykırı inşaat yapan kişi cezalandırılır.,0.9997563
lemmatized_model_2.model,Kaçakçılık suçu kapsamında ceza uygulanır.,Taksirle yaralama suçu kapsamında ceza uygulanır.,0.99984014
lemmatized_model_2.model,Kaçakçılık suçu kapsamında ceza uygulanır.,Hırsızlık suçu için ceza uygulanır.,0.9998061
lemmatized_model_2.model,Kaçakçılık suçu kapsamında ceza uygulanır.,Nitelikli hırsızlık kapsamında ceza uygulanır.,0.9997176
lemmatized_model_2.model,Görevli memura karşı tehdit suçu işlenirse ceza verilir.,Kamu görevlisinin zimmet suçu işlemesi durumunda ağır cezalar uygulanır.,0.99978065
lemmatized_model_2.model,Görevli memura karşı tehdit suçu işlenirse ceza verilir.,Kişiye karşı işlenen nitelikli yaralama suçu cezalandırılır.,0.99956334
lemmatized_model_2.model,Görevli memura karşı tehdit suçu işlenirse ceza verilir.,Silahla tehdit suçu işleyen kişi ağır cezalandırılır.,0.9995446
lemmatized_model_2.model,Tehdit suçunu işleyen kişi cezalandırılır.,Silahla tehdit suçu işleyen kişi ağır cezalandırılır.,0.9998831
lemmatized_model_2.model,Tehdit suçunu işleyen kişi cezalandırılır.,Zorla çalıştırma suçu işleyen kişi cezalandırılır.,0.9998611
lemmatized_model_2.model,Tehdit suçunu işleyen kişi cezalandırılır.,Mühür kırma suçunu işleyen kişi cezalandırılır.,0.99977267
lemmatized_model_2.model,Kamu düzenini bozan davranışlar cezalandırılır.,Kamu düzenini bozan toplantı düzenleyen kişi cezalandırılır.,0.9999156
lemmatized_model_2.model,Kamu düzenini bozan davranışlar cezalandırılır.,Toplantı ve yürüyüş düzenleyerek kamu düzenini bozan kişi hakkında işlem yapılır.,0.99972683
lemmatized_model_2.model,Kamu düzenini bozan davranışlar cezalandırılır.,Kamu görevlisinin kamu zararına yol açacak şekilde davranması cezalandırılır.,0.998983
lemmatized_model_2.model,Halkı kin ve düşmanlığa tahrik eden kişiye ceza verilir.,Halkı silahlı isyana tahrik eden kişi ağır cezalandırılır.,0.999814
lemmatized_model_2.model,Halkı kin ve düşmanlığa tahrik eden kişiye ceza verilir.,Gasp eden kişi ağır cezalandırılır.,0.9996665
lemmatized_model_2.model,Halkı kin ve düşmanlığa tahrik eden kişiye ceza verilir.,Müstehcen yayın yapan kişiye ceza verilir.,0.999579
lemmatized_model_2.model,Cinayete azmettiren cezalandırılır.,Adli sicil kaydını usulsüz silen kişi cezalandırılır.,0.9997821
lemmatized_model_2.model,Cinayete azmettiren cezalandırılır.,"Azmettiren, asli fail gibi cezalandırılır.",0.9997761
lemmatized_model_2.model,Cinayete azmettiren cezalandırılır.,Kadınların aldatılarak fuhşa zorlanması cezalandırılır.,0.99974126
lemmatized_model_2.model,"Azmettiren, asli fail gibi cezalandırılır.",Cinayete azmettiren cezalandırılır.,0.9997761
lemmatized_model_2.model,"Azmettiren, asli fail gibi cezalandırılır.",Suç delillerini gizleyen kişi cezalandırılır.,0.9997075
lemmatized_model_2.model,"Azmettiren, asli fail gibi cezalandırılır.",Suçu üstlenerek gerçek faili saklayan kişi cezalandırılır.,0.99969673
lemmatized_model_2.model,Sahtecilik yapan kişi ağır ceza alır.,Müstehcen yayın yapan kişiye ceza verilir.,0.99955726
lemmatized_model_2.model,Sahtecilik yapan kişi ağır ceza alır.,Gasp eden kişi ağır cezalandırılır.,0.99944466
lemmatized_model_2.model,Sahtecilik yapan kişi ağır ceza alır.,Yaralama sonucunda ölüm gerçekleşirse ağır ceza verilir.,0.99935067
lemmatized_model_2.model,Resmi belgede sahtecilik suçunu işleyen kişi cezalandırılır.,Mühür kırma suçunu işleyen kişi cezalandırılır.,0.99951595
lemmatized_model_2.model,Resmi belgede sahtecilik suçunu işleyen kişi cezalandırılır.,Resmî belgede sahtecilik yapan kişi cezalandırılır.,0.9995135
lemmatized_model_2.model,Resmi belgede sahtecilik suçunu işleyen kişi cezalandırılır.,Fuhuşa teşvik ve aracılık suçu tanımlanır.,0.99936104
lemmatized_model_2.model,Yargı kararlarını uygulamayan kişi suç işlemiş sayılır.,Yargıya ilişkin suçları işleyen kişiler cezalandırılır.,0.99950683
lemmatized_model_2.model,Yargı kararlarını uygulamayan kişi suç işlemiş sayılır.,Mahkeme kararını tanımayan kişi cezalandırılır.,0.99935997
lemmatized_model_2.model,Yargı kararlarını uygulamayan kişi suç işlemiş sayılır.,Mahkeme kararını uygulamayan yönetici cezalandırılır.,0.99935377
lemmatized_model_2.model,Yargıya ilişkin suçları işleyen kişiler cezalandırılır.,Zorla çalıştırma suçu işleyen kişi cezalandırılır.,0.999841
lemmatized_model_2.model,Yargıya ilişkin suçları işleyen kişiler cezalandırılır.,Suç işlemeye alenen tahrik eden kişi cezalandırılır.,0.9998057
lemmatized_model_2.model,Yargıya ilişkin suçları işleyen kişiler cezalandırılır.,Suç delillerini gizleyen kişi cezalandırılır.,0.9997743
lemmatized_model_2.model,Haksız yere başkasının kimliğini kullanan kişi cezalandırılır.,Oy kullanma hakkını engelleyen kişi cezalandırılır.,0.99981767
lemmatized_model_2.model,Haksız yere başkasının kimliğini kullanan kişi cezalandırılır.,Kişilerin siyasi haklarının kullanılmasını engelleyen kişi cezalandırılır.,0.9997515
lemmatized_model_2.model,Haksız yere başkasının kimliğini kullanan kişi cezalandırılır.,Görevi nedeniyle haksız menfaat sağlayan kişi cezalandırılır.,0.99969006
lemmatized_model_2.model,Başkasının kimliğini kullanan kişi hakkında ceza verilir.,Seçme ve seçilme hakkını engelleyen kişi hakkında ceza uygulanır.,0.99975526
lemmatized_model_2.model,Başkasının kimliğini kullanan kişi hakkında ceza verilir.,Toplu taşıma aracına zarar veren kişi cezalandırılır.,0.99956584
lemmatized_model_2.model,Başkasının kimliğini kullanan kişi hakkında ceza verilir.,Memura rüşvet veren kişi yargılanır.,0.9994611
lemmatized_model_2.model,Sahte resmi evrak düzenleyen cezalandırılır.,Resmî belgede sahtecilik yapan kişi cezalandırılır.,0.9996056
lemmatized_model_2.model,Sahte resmi evrak düzenleyen cezalandırılır.,Sahte mühür kullanan kişi cezalandırılır.,0.99951994
lemmatized_model_2.model,Sahte resmi evrak düzenleyen cezalandırılır.,Resmi görevli kimliğini sahte olarak kullanan kişi cezalandırılır.,0.999423
lemmatized_model_2.model,Resmî belgede sahtecilik yapan kişi cezalandırılır.,Sahte mühür kullanan kişi cezalandırılır.,0.99976736
lemmatized_model_2.model,Resmî belgede sahtecilik yapan kişi cezalandırılır.,Sahte resmi evrak düzenleyen cezalandırılır.,0.9996056
lemmatized_model_2.model,Resmî belgede sahtecilik yapan kişi cezalandırılır.,Resmi belgede sahtecilik suçunu işleyen kişi cezalandırılır.,0.9995135
lemmatized_model_2.model,Rüşveti kabul eden kamu görevlisi cezalandırılır.,Kamu alacağını tahsil etmeyen görevli cezalandırılır.,0.99993944
lemmatized_model_2.model,Rüşveti kabul eden kamu görevlisi cezalandırılır.,Görevli memurun görevini yapmasını engelleyen kişi cezalandırılır.,0.9997043
lemmatized_model_2.model,Rüşveti kabul eden kamu görevlisi cezalandırılır.,Görevi sırasında rüşvet alan zabıta cezalandırılır.,0.9997009
lemmatized_model_2.model,Rüşvet alan ve veren kişi cezalandırılır.,Memura rüşvet veren kişi yargılanır.,0.99986774
lemmatized_model_2.model,Rüşvet alan ve veren kişi cezalandırılır.,Toplu taşıma aracına zarar veren kişi cezalandırılır.,0.9996728
lemmatized_model_2.model,Rüşvet alan ve veren kişi cezalandırılır.,Yetkisiz silah taşıyan kişi cezalandırılır.,0.99966985
lemmatized_model_2.model,Çocuğu cinsel amaçlı kullanan cezalandırılır.,Cinsel saldırı fiili cezalandırılır.,0.9995449
lemmatized_model_2.model,Çocuğu cinsel amaçlı kullanan cezalandırılır.,Küçük yaştaki çocukla cinsel ilişkide bulunan cezalandırılır.,0.99953926
lemmatized_model_2.model,Çocuğu cinsel amaçlı kullanan cezalandırılır.,Reşit olmayanla cinsel ilişki kuran kişi cezalandırılır.,0.999481
lemmatized_model_2.model,Çocuğun cinsel istismarı suç olarak tanımlanır.,Çocuğun cinsel istismarı suçu olarak değerlendirilir.,0.9999623
lemmatized_model_2.model,Çocuğun cinsel istismarı suç olarak tanımlanır.,Reşit olmayanla cinsel ilişki kurma suçu düzenlenmiştir.,0.9996001
lemmatized_model_2.model,Çocuğun cinsel istismarı suç olarak tanımlanır.,Reşit olmayanla cinsel ilişki kuran kişi cezalandırılır.,0.9994439
lemmatized_model_2.model,Yetkisiz silah taşıyan kişi cezalandırılır.,Toplu taşımayı engelleyen eylem yapan kişi cezalandırılır.,0.9997377
lemmatized_model_2.model,Yetkisiz silah taşıyan kişi cezalandırılır.,Düşman devlete casusluk yapan kişi cezalandırılır.,0.99972093
lemmatized_model_2.model,Yetkisiz silah taşıyan kişi cezalandırılır.,Göreve ilişkin sırrı ifşa eden kişi cezalandırılır.,0.9997026
lemmatized_model_2.model,Ruhsatsız silah bulunduran kişi hakkında cezai işlem uygulanır.,Başkasına ait mala zarar veren kişi hakkında cezai işlem uygulanır.,0.99958134
lemmatized_model_2.model,Ruhsatsız silah bulunduran kişi hakkında cezai işlem uygulanır.,Yalan tanıklık eden kişi hakkında yargı işlemi yapılır.,0.9995159
lemmatized_model_2.model,Ruhsatsız silah bulunduran kişi hakkında cezai işlem uygulanır.,Mahkeme kararına muhalefet eden kişi hakkında işlem yapılır.,0.9993231
lemmatized_model_2.model,Suçu üstlenerek gerçek faili saklayan kişi cezalandırılır.,Zorla çalıştırma suçu işleyen kişi cezalandırılır.,0.99970186
lemmatized_model_2.model,Suçu üstlenerek gerçek faili saklayan kişi cezalandırılır.,Yargıya ilişkin suçları işleyen kişiler cezalandırılır.,0.99969864
lemmatized_model_2.model,Suçu üstlenerek gerçek faili saklayan kişi cezalandırılır.,"Azmettiren, asli fail gibi cezalandırılır.",0.99969673
lemmatized_model_2.model,Suçluyu kayıran kişi cezalandırılır.,Mahkemeye baskı yapan kişi cezalandırılır.,0.9998139
lemmatized_model_2.model,Suçluyu kayıran kişi cezalandırılır.,Düşman devlete casusluk yapan kişi cezalandırılır.,0.9997965
lemmatized_model_2.model,Suçluyu kayıran kişi cezalandırılır.,Adli sicil kaydını usulsüz silen kişi cezalandırılır.,0.99976987
lemmatized_model_2.model,Kamu düzenini bozan toplantı düzenleyen kişi cezalandırılır.,Kamu düzenini bozan davranışlar cezalandırılır.,0.9999156
lemmatized_model_2.model,Kamu düzenini bozan toplantı düzenleyen kişi cezalandırılır.,Toplantı ve yürüyüş düzenleyerek kamu düzenini bozan kişi hakkında işlem yapılır.,0.999836
lemmatized_model_2.model,Kamu düzenini bozan toplantı düzenleyen kişi cezalandırılır.,Kamu görevlisinin kamu zararına yol açacak şekilde davranması cezalandırılır.,0.9988029
lemmatized_model_2.model,Toplantı ve yürüyüş düzenleyerek kamu düzenini bozan kişi hakkında işlem yapılır.,Kamu düzenini bozan toplantı düzenleyen kişi cezalandırılır.,0.999836
lemmatized_model_2.model,Toplantı ve yürüyüş düzenleyerek kamu düzenini bozan kişi hakkında işlem yapılır.,Kamu düzenini bozan davranışlar cezalandırılır.,0.99972683
lemmatized_model_2.model,Toplantı ve yürüyüş düzenleyerek kamu düzenini bozan kişi hakkında işlem yapılır.,Başkasına ait mala zarar veren kişi hakkında cezai işlem uygulanır.,0.99885726
lemmatized_model_2.model,Mühür kırma suçunu işleyen kişi cezalandırılır.,Zorla çalıştırma suçu işleyen kişi cezalandırılır.,0.9998264
lemmatized_model_2.model,Mühür kırma suçunu işleyen kişi cezalandırılır.,Tehdit suçunu işleyen kişi cezalandırılır.,0.99977267
lemmatized_model_2.model,Mühür kırma suçunu işleyen kişi cezalandırılır.,Yargıya ilişkin suçları işleyen kişiler cezalandırılır.,0.99971354
lemmatized_model_2.model,Resmî mührün bozulması suç olarak tanımlanır.,Resmi mühürde sahtecilik suçu tanımlanmıştır.,0.99982023
lemmatized_model_2.model,Resmî mührün bozulması suç olarak tanımlanır.,Resmi belgede sahtecilik suçunu işleyen kişi cezalandırılır.,0.99918693
lemmatized_model_2.model,Resmî mührün bozulması suç olarak tanımlanır.,Taksirle ölüme neden olma suçu tanımlanır.,0.9991275
lemmatized_model_2.model,Düşman devlete casusluk yapan kişi cezalandırılır.,Mahkemeye baskı yapan kişi cezalandırılır.,0.99985176
lemmatized_model_2.model,Düşman devlete casusluk yapan kişi cezalandırılır.,Suçluyu kayıran kişi cezalandırılır.,0.9997965
lemmatized_model_2.model,Düşman devlete casusluk yapan kişi cezalandırılır.,Kaçakçılık yapan şahıs cezalandırılır.,0.99978817
lemmatized_model_2.model,Devletin güvenliğine ilişkin bilgileri yabancı devlet lehine kullanan kişi cezalandırılır.,Göreve ilişkin sırrı ifşa eden kişi cezalandırılır.,0.9996925
lemmatized_model_2.model,Devletin güvenliğine ilişkin bilgileri yabancı devlet lehine kullanan kişi cezalandırılır.,Düşman devlete casusluk yapan kişi cezalandırılır.,0.99965173
lemmatized_model_2.model,Devletin güvenliğine ilişkin bilgileri yabancı devlet lehine kullanan kişi cezalandırılır.,Adli sicil kaydını usulsüz silen kişi cezalandırılır.,0.9995846
lemmatized_model_2.model,Oy kullanma hakkını engelleyen kişi cezalandırılır.,Kişilerin siyasi haklarının kullanılmasını engelleyen kişi cezalandırılır.,0.9999379
lemmatized_model_2.model,Oy kullanma hakkını engelleyen kişi cezalandırılır.,Oy kullanmayı engelleyen kişi cezalandırılır.,0.99993587
lemmatized_model_2.model,Oy kullanma hakkını engelleyen kişi cezalandırılır.,Haksız yere başkasının kimliğini kullanan kişi cezalandırılır.,0.99981767
lemmatized_model_2.model,Seçme ve seçilme hakkını engelleyen kişi hakkında ceza uygulanır.,Başkasının kimliğini kullanan kişi hakkında ceza verilir.,0.99975526
lemmatized_model_2.model,Seçme ve seçilme hakkını engelleyen kişi hakkında ceza uygulanır.,Toplu taşıma aracına zarar veren kişi cezalandırılır.,0.9995714
lemmatized_model_2.model,Seçme ve seçilme hakkını engelleyen kişi hakkında ceza uygulanır.,Toplu taşımayı engelleyen eylem yapan kişi cezalandırılır.,0.9995512
lemmatized_model_2.model,Gasp sırasında yaralama suçu işleyen kişi ağır cezalandırılır.,Gece işlenen suçlar daha ağır cezalandırılır.,0.9998467
lemmatized_model_2.model,Gasp sırasında yaralama suçu işleyen kişi ağır cezalandırılır.,Silahla tehdit suçu işleyen kişi ağır cezalandırılır.,0.99977595
lemmatized_model_2.model,Gasp sırasında yaralama suçu işleyen kişi ağır cezalandırılır.,Tehdit suçunu işleyen kişi cezalandırılır.,0.9997184
lemmatized_model_2.model,Yağma suçunun silahla ve yaralama ile işlenmesi ağır cezayı gerektirir.,Yağma (gasp) suçunu işleyen fail ağır hapis cezası ile cezalandırılır.,0.99978364
lemmatized_model_2.model,Yağma suçunun silahla ve yaralama ile işlenmesi ağır cezayı gerektirir.,Suçun tasarlanarak işlenmesi durumunda ceza artar.,0.9996014
lemmatized_model_2.model,Yağma suçunun silahla ve yaralama ile işlenmesi ağır cezayı gerektirir.,Neticesi sebebiyle ağırlaşmış yaralama durumunda ceza artırılır.,0.99957657
lemmatized_model_2.model,Zorla çalıştırma suçu işleyen kişi cezalandırılır.,Tehdit suçunu işleyen kişi cezalandırılır.,0.9998611
lemmatized_model_2.model,Zorla çalıştırma suçu işleyen kişi cezalandırılır.,Yargıya ilişkin suçları işleyen kişiler cezalandırılır.,0.999841
lemmatized_model_2.model,Zorla çalıştırma suçu işleyen kişi cezalandırılır.,Mühür kırma suçunu işleyen kişi cezalandırılır.,0.9998264
lemmatized_model_2.model,Çalışma hürriyetinin ihlali suçtur.,Hukuka aykırı olarak bir kişiyi hürriyetinden yoksun bırakan kişi cezalandırılır.,0.9992973
lemmatized_model_2.model,Çalışma hürriyetinin ihlali suçtur.,Kişiyi hürriyetinden yoksun bırakma suçu işlenmiş olur.,0.999262
lemmatized_model_2.model,Çalışma hürriyetinin ihlali suçtur.,Zorla çalıştırma suçu işleyen kişi cezalandırılır.,0.9991813
lemmatized_model_2.model,Reşit olmayanla cinsel ilişki kuran kişi cezalandırılır.,Reşit olmayanla cinsel ilişki kurma suçu düzenlenmiştir.,0.99974877
lemmatized_model_2.model,Reşit olmayanla cinsel ilişki kuran kişi cezalandırılır.,Küçük yaştaki çocukla cinsel ilişkide bulunan cezalandırılır.,0.99971926
lemmatized_model_2.model,Reşit olmayanla cinsel ilişki kuran kişi cezalandırılır.,Cinsel saldırı fiili cezalandırılır.,0.9995218
lemmatized_model_2.model,Reşit olmayanla cinsel ilişki kurma suçu düzenlenmiştir.,Reşit olmayanla cinsel ilişki kuran kişi cezalandırılır.,0.99974877
lemmatized_model_2.model,Reşit olmayanla cinsel ilişki kurma suçu düzenlenmiştir.,Çocuğun cinsel istismarı suçu olarak değerlendirilir.,0.99966574
lemmatized_model_2.model,Reşit olmayanla cinsel ilişki kurma suçu düzenlenmiştir.,Çocuğun cinsel istismarı suç olarak tanımlanır.,0.9996001
lemmatized_model_2.model,Toplu taşımayı engelleyen eylem yapan kişi cezalandırılır.,Kamu ulaşım araçlarını engelleyen eylem yapan kişi cezalandırılır.,0.9998624
lemmatized_model_2.model,Toplu taşımayı engelleyen eylem yapan kişi cezalandırılır.,Yetkisiz silah taşıyan kişi cezalandırılır.,0.9997377
lemmatized_model_2.model,Toplu taşımayı engelleyen eylem yapan kişi cezalandırılır.,Kişilerin siyasi haklarının kullanılmasını engelleyen kişi cezalandırılır.,0.99973464
lemmatized_model_2.model,Kamu hizmetini engelleyen fiil suç sayılır.,Kamu görevlisine direnme suçunu işleyen kişi cezalandırılır.,0.9996815
lemmatized_model_2.model,Kamu hizmetini engelleyen fiil suç sayılır.,Bürokrasiye karşı direnen vatandaş cezalandırılır.,0.9995453
lemmatized_model_2.model,Kamu hizmetini engelleyen fiil suç sayılır.,Kamu görevlisinin kamu zararına yol açacak şekilde davranması cezalandırılır.,0.9995297
lemmatized_model_2.model,Haksız yere tutuklama yapan kişi cezalandırılır.,Haksız yere gözaltı yapan kişi cezalandırılır.,0.99999076
lemmatized_model_2.model,Haksız yere tutuklama yapan kişi cezalandırılır.,Kişilerin siyasi haklarının kullanılmasını engelleyen kişi cezalandırılır.,0.99973184
lemmatized_model_2.model,Haksız yere tutuklama yapan kişi cezalandırılır.,Toplu taşımayı engelleyen eylem yapan kişi cezalandırılır.,0.99971795
lemmatized_model_2.model,Kişiyi hürriyetinden yoksun bırakma suçu işlenmiş olur.,Bir kimsenin hürriyetinden yoksun bırakılması suçu işlendiğinde fail cezalandırılır.,0.99973
lemmatized_model_2.model,Kişiyi hürriyetinden yoksun bırakma suçu işlenmiş olur.,Çalışma hürriyetinin ihlali suçtur.,0.999262
lemmatized_model_2.model,Kişiyi hürriyetinden yoksun bırakma suçu işlenmiş olur.,Hukuka aykırı olarak bir kişiyi hürriyetinden yoksun bırakan kişi cezalandırılır.,0.99924624
lemmatized_model_2.model,Kaçan hükümlüye yardım eden kişi cezalandırılır.,Suçlunun kaçmasına yardım eden kişi cezalandırılır.,0.999902
lemmatized_model_2.model,Kaçan hükümlüye yardım eden kişi cezalandırılır.,Tutuklu veya hükümlünün cezaevinden firar etmesi cezalandırılır.,0.99981725
lemmatized_model_2.model,Kaçan hükümlüye yardım eden kişi cezalandırılır.,Tutuklu veya hükümlünün kaçması suçu cezalandırılır.,0.9995644
lemmatized_model_2.model,Suçlunun kaçmasına yardım eden kişi cezalandırılır.,Kaçan hükümlüye yardım eden kişi cezalandırılır.,0.999902
lemmatized_model_2.model,Suçlunun kaçmasına yardım eden kişi cezalandırılır.,Tutuklu veya hükümlünün cezaevinden firar etmesi cezalandırılır.,0.999715
lemmatized_model_2.model,Suçlunun kaçmasına yardım eden kişi cezalandırılır.,Cezaevi disiplin kurallarını ihlal eden kişi cezalandırılır.,0.9997111
lemmatized_model_2.model,Tehlikeli maddeyi izinsiz bulunduran kişi cezalandırılır.,Tehlikeli maddeleri izinsiz bulundurma suçu cezalandırılır.,0.99982405
lemmatized_model_2.model,Tehlikeli maddeyi izinsiz bulunduran kişi cezalandırılır.,Tehlikeli hayvanı serbest bırakan kişi cezalandırılır.,0.9992564
lemmatized_model_2.model,Tehlikeli maddeyi izinsiz bulunduran kişi cezalandırılır.,Genel güvenliği kasten tehlikeye sokan kişi cezalandırılır.,0.99923104
lemmatized_model_2.model,Tehlikeli maddeleri izinsiz bulundurma suçu cezalandırılır.,Tehlikeli maddeyi izinsiz bulunduran kişi cezalandırılır.,0.99982405
lemmatized_model_2.model,Tehlikeli maddeleri izinsiz bulundurma suçu cezalandırılır.,Tehlikeli hayvanı serbest bırakan kişi cezalandırılır.,0.9992634
lemmatized_model_2.model,Tehlikeli maddeleri izinsiz bulundurma suçu cezalandırılır.,Hayvanı tehlikeli biçimde serbest bırakma suçu tanımlanmıştır.,0.99918026
lemmatized_model_2.model,Halkı isyana teşvik eden kişi cezalandırılır.,Halkı silahlı isyana tahrik eden kişi ağır cezalandırılır.,0.999846
